lat,lon,roof_area_m2,ghi,dni,pvout,avg_temp,usability_factor,panel_efficiency,tilt_angle,annual_kwh_actual
34.0,83.5,154.5,7.125,6.774,2032.3,19.9,0.84,0.18,32.7,48425.3
34.0,83.5,277.4,7.125,6.774,2032.3,19.9,0.75,0.19,32.7,77029.5
34.0,83.5,323.6,7.125,6.774,2032.3,19.9,0.81,0.18,32.7,107109.4
34.0,83.5,150.9,7.125,6.774,2032.3,19.9,0.71,0.21,32.7,40275.4
34.0,83.75,301.5,6.895,6.515,1971.6,19.9,0.75,0.22,32.7,83248.4
34.0,83.75,281.2,6.895,6.515,1971.6,19.9,0.71,0.18,32.7,77528.5
34.0,83.75,336.1,6.895,6.515,1971.6,19.9,0.83,0.19,32.7,96329.0
34.0,83.75,314.8,6.895,6.515,1971.6,19.9,0.63,0.21,32.7,77347.2
34.0,83.75,321.4,6.895,6.515,1971.6,19.9,0.65,0.17,32.7,79586.5
34.0,84.0,337.7,5.919,5.418,1830.4,19.9,0.78,0.19,32.7,95566.3
34.0,84.0,196.4,5.919,5.418,1830.4,19.9,0.81,0.18,32.7,53017.6
34.0,84.0,239.6,5.919,5.418,1830.4,19.9,0.74,0.21,32.7,60713.1
34.0,84.0,184.1,5.919,5.418,1830.4,19.9,0.78,0.21,32.7,47317.0
34.0,84.0,211.7,5.919,5.418,1830.4,19.9,0.66,0.18,32.7,48768.4
34.0,84.25,207.3,6.576,6.157,1913.8,19.9,0.68,0.18,32.7,49914.3
34.0,84.25,226.2,6.576,6.157,1913.8,19.9,0.73,0.19,32.7,61611.7
34.0,84.25,128.9,6.576,6.157,1913.8,19.9,0.8,0.22,32.7,36538.9
34.0,84.25,97.0,6.576,6.157,1913.8,19.9,0.65,0.18,32.7,24222.5
34.0,84.25,307.7,6.576,6.157,1913.8,19.9,0.78,0.19,32.7,88771.4
34.0,84.5,237.3,6.773,6.378,1964.2,19.9,0.68,0.21,32.7,62448.3
34.0,84.5,174.3,6.773,6.378,1964.2,19.9,0.75,0.18,32.7,49732.6
34.0,84.5,246.3,6.773,6.378,1964.2,19.9,0.64,0.21,32.7,61244.5
34.0,84.5,254.8,6.773,6.378,1964.2,19.9,0.63,0.22,32.7,59485.6
34.0,84.5,49.6,6.773,6.378,1964.2,19.9,0.72,0.2,32.7,12821.6
34.0,84.75,286.1,6.766,6.37,1953.2,19.9,0.68,0.2,32.7,71780.2
34.0,84.75,303.5,6.766,6.37,1953.2,19.9,0.65,0.2,32.7,67993.6
34.0,84.75,124.7,6.766,6.37,1953.2,19.9,0.61,0.21,32.7,28222.3
34.0,84.75,115.3,6.766,6.37,1953.2,19.9,0.64,0.21,32.7,26120.2
34.0,84.75,173.2,6.766,6.37,1953.2,19.9,0.63,0.22,32.7,40186.1
34.0,85.0,127.4,6.777,6.383,1952.3,19.9,0.6,0.2,32.7,28539.8
34.0,85.0,94.2,6.777,6.383,1952.3,19.9,0.72,0.22,32.7,24375.1
34.0,85.0,95.0,6.777,6.383,1952.3,19.9,0.73,0.22,32.7,24621.7
34.0,85.0,222.3,6.777,6.383,1952.3,19.9,0.81,0.21,32.7,63996.9
34.0,85.0,335.3,6.777,6.383,1952.3,19.9,0.7,0.2,32.7,90086.5
34.0,85.25,243.5,6.035,5.549,1800.1,19.9,0.78,0.19,32.7,67819.5
34.0,85.25,121.3,6.035,5.549,1800.1,19.9,0.81,0.2,32.7,34562.9
34.0,85.25,78.0,6.035,5.549,1800.1,19.9,0.68,0.18,32.7,18684.7
34.0,85.25,281.1,6.035,5.549,1800.1,19.9,0.72,0.21,32.7,68186.4
34.0,85.25,189.9,6.035,5.549,1800.1,19.9,0.78,0.18,32.7,49782.1
34.0,85.5,248.6,6.55,6.128,1895.7,19.9,0.73,0.17,32.7,68803.0
34.0,85.5,131.8,6.55,6.128,1895.7,19.9,0.72,0.19,32.7,32116.6
34.0,85.5,319.5,6.55,6.128,1895.7,19.9,0.83,0.21,32.7,96791.4
34.0,85.5,193.3,6.55,6.128,1895.7,19.9,0.65,0.18,32.7,42619.9
34.0,85.5,158.1,6.55,6.128,1895.7,19.9,0.83,0.19,32.7,44996.9
34.0,85.75,111.7,6.632,6.22,1930.5,19.9,0.62,0.2,32.7,25203.5
34.0,85.75,294.3,6.632,6.22,1930.5,19.9,0.75,0.21,32.7,79901.5
34.0,85.75,332.9,6.632,6.22,1930.5,19.9,0.68,0.2,32.7,87718.3
34.0,85.75,132.7,6.632,6.22,1930.5,19.9,0.78,0.19,32.7,35152.5
34.0,85.75,243.8,6.632,6.22,1930.5,19.9,0.6,0.19,32.7,50156.6
34.0,86.0,40.3,6.662,6.254,1930.1,19.9,0.84,0.21,32.7,11291.9
34.0,86.0,279.2,6.662,6.254,1930.1,19.9,0.76,0.21,32.7,77623.4
34.0,86.0,281.2,6.662,6.254,1930.1,19.9,0.82,0.17,32.7,87799.6
34.0,86.0,288.8,6.662,6.254,1930.1,19.9,0.73,0.21,32.7,72611.7
34.0,86.0,44.6,6.662,6.254,1930.1,19.9,0.64,0.17,32.7,10048.6
34.0,86.25,240.2,6.839,6.453,1985.9,19.9,0.79,0.2,32.7,70899.3
34.0,86.25,116.0,6.839,6.453,1985.9,19.9,0.66,0.2,32.7,28697.0
34.0,86.25,198.5,6.839,6.453,1985.9,19.9,0.72,0.19,32.7,49381.5
34.0,86.25,259.5,6.839,6.453,1985.9,19.9,0.82,0.19,32.7,73953.6
34.0,86.25,328.0,6.839,6.453,1985.9,19.9,0.61,0.21,32.7,77330.6
34.0,86.5,342.6,6.402,5.961,1880.9,19.9,0.64,0.21,32.7,79121.4
34.0,86.5,59.4,6.402,5.961,1880.9,19.9,0.83,0.2,32.7,16446.3
34.0,86.5,300.7,6.402,5.961,1880.9,19.9,0.69,0.21,32.7,77811.7
34.0,86.5,249.2,6.402,5.961,1880.9,19.9,0.76,0.19,32.7,68952.0
34.0,86.5,199.0,6.402,5.961,1880.9,19.9,0.85,0.18,32.7,60304.1
34.0,86.75,307.9,6.684,6.278,1948.8,19.9,0.62,0.18,32.7,73847.2
34.0,86.75,328.5,6.684,6.278,1948.8,19.9,0.82,0.21,32.7,102872.8
34.0,86.75,132.8,6.684,6.278,1948.8,19.9,0.7,0.21,32.7,35003.6
34.0,86.75,345.8,6.684,6.278,1948.8,19.9,0.61,0.21,32.7,77905.9
34.0,86.75,255.1,6.684,6.278,1948.8,19.9,0.67,0.2,32.7,65088.8
34.0,87.0,100.9,6.512,6.085,1921.8,19.9,0.78,0.21,32.7,29879.0
34.0,87.0,326.6,6.512,6.085,1921.8,19.9,0.68,0.2,32.7,79689.1
34.0,87.0,66.6,6.512,6.085,1921.8,19.9,0.67,0.21,32.7,16819.6
34.0,87.0,76.6,6.512,6.085,1921.8,19.9,0.85,0.2,32.7,24139.3
34.0,87.0,245.1,6.512,6.085,1921.8,19.9,0.71,0.19,32.7,59238.9
34.0,87.25,328.4,6.662,6.253,1946.3,19.9,0.69,0.22,32.7,84985.5
34.0,87.25,161.2,6.662,6.253,1946.3,19.9,0.63,0.19,32.7,38118.7
34.0,87.25,195.5,6.662,6.253,1946.3,19.9,0.64,0.2,32.7,47564.0
34.0,87.25,124.3,6.662,6.253,1946.3,19.9,0.68,0.22,32.7,28994.8
34.0,87.25,235.2,6.662,6.253,1946.3,19.9,0.77,0.19,32.7,66083.9
34.0,87.5,40.6,6.266,5.808,1856.3,19.9,0.76,0.21,32.7,11108.1
34.0,87.5,202.8,6.266,5.808,1856.3,19.9,0.63,0.21,32.7,47477.8
34.0,87.5,43.8,6.266,5.808,1856.3,19.9,0.72,0.19,32.7,10996.0
34.0,87.5,292.4,6.266,5.808,1856.3,19.9,0.81,0.21,32.7,81684.2
34.0,87.5,109.7,6.266,5.808,1856.3,19.9,0.79,0.22,32.7,28509.1
34.0,87.75,58.1,6.136,5.662,1854.1,19.9,0.64,0.18,32.7,12731.3
34.0,87.75,197.7,6.136,5.662,1854.1,19.9,0.61,0.2,32.7,44370.1
34.0,87.75,80.5,6.136,5.662,1854.1,19.9,0.76,0.18,32.7,20742.0
34.0,87.75,104.4,6.136,5.662,1854.1,19.9,0.83,0.18,32.7,27709.9
34.0,87.75,117.8,6.136,5.662,1854.1,19.9,0.65,0.22,32.7,27224.2
34.0,88.0,65.1,6.153,5.681,1838.9,19.9,0.6,0.18,32.7,13359.9
34.0,88.0,307.6,6.153,5.681,1838.9,19.9,0.83,0.19,32.7,81913.9
34.0,88.0,333.2,6.153,5.681,1838.9,19.9,0.67,0.19,32.7,78973.6
34.0,88.0,106.4,6.153,5.681,1838.9,19.9,0.67,0.2,32.7,23813.1
34.0,88.0,59.6,6.153,5.681,1838.9,19.9,0.72,0.17,32.7,13807.6
34.0,88.25,201.6,6.278,5.822,1872.7,19.9,0.69,0.19,32.7,52477.9
34.0,88.25,336.1,6.278,5.822,1872.7,19.9,0.63,0.17,32.7,74169.4
34.0,88.25,220.4,6.278,5.822,1872.7,19.9,0.61,0.17,32.7,46413.3
34.0,88.25,95.6,6.278,5.822,1872.7,19.9,0.67,0.2,32.7,23506.4
34.0,88.25,62.1,6.278,5.822,1872.7,19.9,0.78,0.21,32.7,17353.8
34.0,88.5,331.8,6.016,5.527,1841.8,19.9,0.69,0.22,32.7,78543.8
34.0,88.5,188.9,6.016,5.527,1841.8,19.9,0.76,0.19,32.7,49428.3
34.0,88.5,81.1,6.016,5.527,1841.8,19.9,0.73,0.17,32.7,20878.3
34.0,88.5,257.2,6.016,5.527,1841.8,19.9,0.66,0.19,32.7,57867.9
34.0,88.5,66.8,6.016,5.527,1841.8,19.9,0.61,0.2,32.7,13321.6
34.0,88.75,182.0,6.159,5.688,1846.7,19.9,0.82,0.17,32.7,53626.6
34.0,88.75,69.9,6.159,5.688,1846.7,19.9,0.84,0.18,32.7,20586.3
34.0,88.75,148.3,6.159,5.688,1846.7,19.9,0.61,0.21,32.7,31835.8
34.0,88.75,201.7,6.159,5.688,1846.7,19.9,0.82,0.21,32.7,58768.6
34.0,88.75,184.8,6.159,5.688,1846.7,19.9,0.76,0.18,32.7,46320.3
34.0,89.0,248.0,5.701,5.173,1738.9,19.9,0.65,0.17,32.7,48818.4
34.0,89.0,262.3,5.701,5.173,1738.9,19.9,0.75,0.19,32.7,67153.0
34.0,89.0,249.6,5.701,5.173,1738.9,19.9,0.74,0.18,32.7,56853.9
34.0,89.0,46.7,5.701,5.173,1738.9,19.9,0.84,0.22,32.7,13144.2
34.0,89.0,315.7,5.701,5.173,1738.9,19.9,0.74,0.19,32.7,75540.8
34.0,89.25,138.8,4.225,3.513,1408.1,19.9,0.68,0.18,32.7,25650.1
34.0,89.25,92.6,4.225,3.513,1408.1,19.9,0.74,0.21,32.7,18439.8
34.0,89.25,157.2,4.225,3.513,1408.1,19.9,0.66,0.17,32.7,27894.1
34.0,89.25,137.5,4.225,3.513,1408.1,19.9,0.64,0.19,32.7,24541.3
34.0,89.25,118.6,4.225,3.513,1408.1,19.9,0.84,0.2,32.7,27856.5
34.0,89.5,113.9,5.713,5.187,1743.6,19.9,0.77,0.18,32.7,28055.9
34.0,89.5,205.3,5.713,5.187,1743.6,19.9,0.63,0.2,32.7,44590.1
34.0,89.5,103.2,5.713,5.187,1743.6,19.9,0.64,0.19,32.7,21897.8
34.0,89.5,45.2,5.713,5.187,1743.6,19.9,0.77,0.21,32.7,10573.2
34.0,89.5,106.5,5.713,5.187,1743.6,19.9,0.81,0.21,32.7,27938.0
34.0,89.75,306.4,6.339,5.89,1875.1,19.9,0.66,0.21,32.7,71300.9
34.0,89.75,330.9,6.339,5.89,1875.1,19.9,0.61,0.21,32.7,69974.6
34.0,89.75,216.3,6.339,5.89,1875.1,19.9,0.83,0.21,32.7,62545.6
34.0,89.75,270.3,6.339,5.89,1875.1,19.9,0.7,0.18,32.7,64321.3
34.0,89.75,203.2,6.339,5.89,1875.1,19.9,0.73,0.2,32.7,52102.9
34.0,90.0,94.2,6.167,5.697,1827.4,19.9,0.84,0.22,32.7,27900.8
34.0,90.0,337.8,6.167,5.697,1827.4,19.9,0.77,0.18,32.7,89407.0
34.0,90.0,231.6,6.167,5.697,1827.4,19.9,0.76,0.22,32.7,58438.8
34.0,90.0,108.2,6.167,5.697,1827.4,19.9,0.67,0.2,32.7,24056.9
34.0,90.0,224.6,6.167,5.697,1827.4,19.9,0.73,0.2,32.7,58418.2
34.0,90.25,158.6,5.971,5.477,1785.8,19.9,0.7,0.21,32.7,37892.1
34.0,90.25,216.5,5.971,5.477,1785.8,19.9,0.63,0.18,32.7,47024.4
34.0,90.25,125.1,5.971,5.477,1785.8,19.9,0.83,0.22,32.7,32125.7
34.0,90.25,134.1,5.971,5.477,1785.8,19.9,0.7,0.21,32.7,32785.0
34.0,90.25,264.2,5.971,5.477,1785.8,19.9,0.82,0.19,32.7,70274.1
34.0,90.5,128.2,5.351,4.78,1660.0,19.9,0.67,0.22,32.7,25671.7
34.0,90.5,175.6,5.351,4.78,1660.0,19.9,0.8,0.18,32.7,45916.4
34.0,90.5,230.3,5.351,4.78,1660.0,19.9,0.74,0.22,32.7,55784.2
34.0,90.5,148.8,5.351,4.78,1660.0,19.9,0.81,0.21,32.7,38916.6
34.0,90.5,278.9,5.351,4.78,1660.0,19.9,0.81,0.21,32.7,72014.7
34.0,90.75,124.5,4.136,3.414,1457.4,19.9,0.62,0.19,32.7,20185.6
34.0,90.75,145.9,4.136,3.414,1457.4,19.9,0.65,0.22,32.7,27324.7
34.0,90.75,68.5,4.136,3.414,1457.4,19.9,0.81,0.2,32.7,15163.8
34.0,90.75,161.2,4.136,3.414,1457.4,19.9,0.6,0.18,32.7,27862.5
34.0,90.75,239.7,4.136,3.414,1457.4,19.9,0.67,0.18,32.7,46352.3
34.0,91.0,203.5,6.05,5.565,1807.1,19.9,0.61,0.18,32.7,42016.9
34.0,91.0,96.7,6.05,5.565,1807.1,19.9,0.83,0.18,32.7,29051.4
34.0,91.0,213.5,6.05,5.565,1807.1,19.9,0.75,0.19,32.7,51793.3
34.0,91.0,275.4,6.05,5.565,1807.1,19.9,0.77,0.21,32.7,71696.1
34.0,91.0,40.5,6.05,5.565,1807.1,19.9,0.66,0.17,32.7,8386.2
34.0,91.25,143.5,5.766,5.246,1745.9,19.9,0.67,0.18,32.7,32982.6
34.0,91.25,91.4,5.766,5.246,1745.9,19.9,0.75,0.2,32.7,22999.5
34.0,91.25,65.6,5.766,5.246,1745.9,19.9,0.76,0.2,32.7,15582.2
34.0,91.25,265.6,5.766,5.246,1745.9,19.9,0.7,0.21,32.7,56277.0
34.0,91.25,40.3,5.766,5.246,1745.9,19.9,0.73,0.22,32.7,8954.6
34.0,91.5,72.0,5.415,4.851,1687.9,19.9,0.76,0.2,32.7,16300.9
34.0,91.5,305.4,5.415,4.851,1687.9,19.9,0.74,0.19,32.7,73970.3
34.0,91.5,112.4,5.415,4.851,1687.9,19.9,0.81,0.21,32.7,28769.6
34.0,91.5,161.3,5.415,4.851,1687.9,19.9,0.64,0.17,32.7,31101.2
34.0,91.5,83.7,5.415,4.851,1687.9,19.9,0.84,0.19,32.7,21054.0
34.0,91.75,348.3,5.95,5.453,1794.7,19.9,0.71,0.18,32.7,82781.6
34.0,91.75,65.6,5.95,5.453,1794.7,19.9,0.7,0.21,32.7,15587.3
34.0,91.75,108.3,5.95,5.453,1794.7,19.9,0.75,0.2,32.7,27665.6
34.0,91.75,313.3,5.95,5.453,1794.7,19.9,0.74,0.18,32.7,74007.1
34.0,91.75,285.0,5.95,5.453,1794.7,19.9,0.67,0.19,32.7,61720.8
34.0,92.0,212.5,6.111,5.634,1820.0,19.9,0.84,0.19,32.7,62811.1
34.0,92.0,81.1,6.111,5.634,1820.0,19.9,0.66,0.2,32.7,19112.0
34.0,92.0,251.5,6.111,5.634,1820.0,19.9,0.81,0.18,32.7,66030.8
34.0,92.0,86.3,6.111,5.634,1820.0,19.9,0.8,0.17,32.7,24904.0
34.0,92.0,179.8,6.111,5.634,1820.0,19.9,0.7,0.18,32.7,43252.8
34.0,92.25,46.0,6.147,5.675,1833.4,19.9,0.64,0.18,32.7,9879.5
34.0,92.25,211.4,6.147,5.675,1833.4,19.9,0.64,0.17,32.7,49442.1
34.0,92.25,134.6,6.147,5.675,1833.4,19.9,0.81,0.21,32.7,36511.5
34.0,92.25,312.4,6.147,5.675,1833.4,19.9,0.65,0.19,32.7,67166.5
34.0,92.25,67.2,6.147,5.675,1833.4,19.9,0.77,0.2,32.7,18629.9
34.0,92.5,226.4,6.043,5.558,1828.2,19.9,0.72,0.19,32.7,58450.4
34.0,92.5,310.6,6.043,5.558,1828.2,19.9,0.61,0.2,32.7,68201.9
34.0,92.5,198.5,6.043,5.558,1828.2,19.9,0.6,0.18,32.7,39136.5
34.0,92.5,247.7,6.043,5.558,1828.2,19.9,0.81,0.2,32.7,73503.6
34.0,92.5,280.0,6.043,5.558,1828.2,19.9,0.76,0.19,32.7,72269.6
34.0,92.75,50.9,6.046,5.561,1821.9,19.9,0.78,0.18,32.7,12662.2
34.0,92.75,129.4,6.046,5.561,1821.9,19.9,0.63,0.18,32.7,29014.8
34.0,92.75,103.8,6.046,5.561,1821.9,19.9,0.64,0.21,32.7,21140.5
34.0,92.75,170.8,6.046,5.561,1821.9,19.9,0.6,0.2,32.7,34854.6
34.0,92.75,277.5,6.046,5.561,1821.9,19.9,0.84,0.18,32.7,77297.8
34.0,93.0,81.7,6.01,5.521,1825.6,19.9,0.76,0.21,32.7,20105.9
34.0,93.0,53.7,6.01,5.521,1825.6,19.9,0.65,0.18,32.7,10986.3
34.0,93.0,333.6,6.01,5.521,1825.6,19.9,0.67,0.21,32.7,78779.1
34.0,93.0,47.4,6.01,5.521,1825.6,19.9,0.66,0.2,32.7,10460.1
34.0,93.0,126.2,6.01,5.521,1825.6,19.9,0.75,0.22,32.7,30752.1
34.0,93.25,214.1,5.986,5.494,1821.6,19.9,0.64,0.21,32.7,45536.7
34.0,93.25,100.9,5.986,5.494,1821.6,19.9,0.73,0.18,32.7,25280.5
34.0,93.25,323.8,5.986,5.494,1821.6,19.9,0.83,0.19,32.7,92229.6
34.0,93.25,296.9,5.986,5.494,1821.6,19.9,0.78,0.19,32.7,75350.5
34.0,93.25,258.5,5.986,5.494,1821.6,19.9,0.69,0.21,32.7,59125.4
34.0,93.5,171.4,5.963,5.468,1824.0,19.9,0.66,0.18,32.7,37078.7
34.0,93.5,219.9,5.963,5.468,1824.0,19.9,0.8,0.2,32.7,58502.7
34.0,93.5,298.0,5.963,5.468,1824.0,19.9,0.79,0.17,32.7,76661.7
34.0,93.5,93.4,5.963,5.468,1824.0,19.9,0.65,0.21,32.7,20406.0
34.0,93.5,236.4,5.963,5.468,1824.0,19.9,0.7,0.19,32.7,59156.0
34.0,93.75,335.7,5.932,5.433,1817.7,19.9,0.78,0.19,32.7,95094.2
34.0,93.75,80.8,5.932,5.433,1817.7,19.9,0.82,0.18,32.7,21374.2
34.0,93.75,265.6,5.932,5.433,1817.7,19.9,0.83,0.19,32.7,73442.0
34.0,93.75,136.0,5.932,5.433,1817.7,19.9,0.62,0.21,32.7,29047.8
34.0,93.75,301.8,5.932,5.433,1817.7,19.9,0.8,0.21,32.7,85434.8
34.0,94.0,316.4,5.777,5.258,1784.5,19.9,0.61,0.2,32.7,67470.0
34.0,94.0,257.7,5.777,5.258,1784.5,19.9,0.61,0.19,32.7,55578.4
34.0,94.0,177.5,5.777,5.258,1784.5,19.9,0.71,0.2,32.7,43184.1
34.0,94.0,156.1,5.777,5.258,1784.5,19.9,0.65,0.19,32.7,33506.7
34.0,94.0,158.0,5.777,5.258,1784.5,19.9,0.7,0.19,32.7,36512.2
34.0,94.25,203.6,5.446,4.886,1711.8,19.9,0.72,0.21,32.7,45231.3
34.0,94.25,180.3,5.446,4.886,1711.8,19.9,0.84,0.19,32.7,46990.3
34.0,94.25,82.9,5.446,4.886,1711.8,19.9,0.67,0.2,32.7,18145.2
34.0,94.25,216.6,5.446,4.886,1711.8,19.9,0.65,0.18,32.7,46478.6
34.0,94.25,226.2,5.446,4.886,1711.8,19.9,0.72,0.2,32.7,51268.1
34.0,94.5,186.5,5.17,4.576,1655.5,19.9,0.76,0.19,32.7,43452.6
34.0,94.5,295.9,5.17,4.576,1655.5,19.9,0.77,0.2,32.7,74458.4
34.0,94.5,256.8,5.17,4.576,1655.5,19.9,0.61,0.18,32.7,50316.6
34.0,94.5,68.7,5.17,4.576,1655.5,19.9,0.65,0.22,32.7,14241.0
34.0,94.5,320.1,5.17,4.576,1655.5,19.9,0.65,0.18,32.7,63664.7
34.0,94.75,283.3,5.124,4.524,1645.5,19.9,0.77,0.17,32.7,68807.0
34.0,94.75,158.8,5.124,4.524,1645.5,19.9,0.63,0.2,32.7,28891.7
34.0,94.75,141.3,5.124,4.524,1645.5,19.9,0.74,0.21,32.7,30564.4
34.0,94.75,223.7,5.124,4.524,1645.5,19.9,0.64,0.19,32.7,44802.2
34.0,94.75,293.8,5.124,4.524,1645.5,19.9,0.67,0.19,32.7,64523.5
34.0,95.0,92.7,5.085,4.48,1640.3,19.9,0.69,0.18,32.7,18858.6
34.0,95.0,80.3,5.085,4.48,1640.3,19.9,0.78,0.18,32.7,19243.0
34.0,95.0,227.6,5.085,4.48,1640.3,19.9,0.85,0.21,32.7,61466.3
34.0,95.0,202.7,5.085,4.48,1640.3,19.9,0.63,0.19,32.7,40278.1
34.0,95.0,292.2,5.085,4.48,1640.3,19.9,0.76,0.18,32.7,72285.3
34.0,95.25,152.7,4.98,4.362,1616.9,19.9,0.68,0.21,32.7,33043.4
34.0,95.25,152.7,4.98,4.362,1616.9,19.9,0.84,0.18,32.7,36861.4
34.0,95.25,281.4,4.98,4.362,1616.9,19.9,0.67,0.19,32.7,57627.8
34.0,95.25,203.0,4.98,4.362,1616.9,19.9,0.65,0.17,32.7,38799.6
34.0,95.25,151.3,4.98,4.362,1616.9,19.9,0.67,0.21,32.7,31192.8
34.0,95.5,126.9,4.698,4.045,1542.2,19.9,0.61,0.18,32.7,21025.7
34.0,95.5,106.7,4.698,4.045,1542.2,19.9,0.81,0.19,32.7,24467.6
34.0,95.5,316.2,4.698,4.045,1542.2,19.9,0.6,0.2,32.7,52629.7
34.0,95.5,316.2,4.698,4.045,1542.2,19.9,0.78,0.17,32.7,74687.1
34.0,95.5,109.5,4.698,4.045,1542.2,19.9,0.7,0.18,32.7,22379.5
34.0,95.75,249.6,4.973,4.355,1636.2,19.9,0.6,0.18,32.7,48426.7
34.0,95.75,319.2,4.973,4.355,1636.2,19.9,0.6,0.18,32.7,55214.2
34.0,95.75,188.4,4.973,4.355,1636.2,19.9,0.73,0.19,32.7,41142.7
34.0,95.75,112.5,4.973,4.355,1636.2,19.9,0.72,0.2,32.7,25260.2
34.0,95.75,187.7,4.973,4.355,1636.2,19.9,0.82,0.19,32.7,48798.7
34.0,96.0,98.0,4.688,4.034,1660.9,19.9,0.7,0.21,32.7,22269.8
34.0,96.0,94.6,4.688,4.034,1660.9,19.9,0.65,0.19,32.7,17379.4
34.0,96.0,277.0,4.688,4.034,1660.9,19.9,0.79,0.21,32.7,66799.1
34.0,96.0,127.4,4.688,4.034,1660.9,19.9,0.77,0.18,32.7,30330.0
34.0,96.0,162.1,4.688,4.034,1660.9,19.9,0.67,0.2,32.7,31770.4
34.0,96.25,268.4,4.565,3.896,1560.7,19.9,0.82,0.19,32.7,67928.0
34.0,96.25,81.1,4.565,3.896,1560.7,19.9,0.71,0.19,32.7,15982.1
34.0,96.25,63.5,4.565,3.896,1560.7,19.9,0.73,0.19,32.7,13161.9
34.0,96.25,332.8,4.565,3.896,1560.7,19.9,0.83,0.19,32.7,80111.3
34.0,96.25,193.5,4.565,3.896,1560.7,19.9,0.74,0.18,32.7,38671.0
34.0,96.5,165.4,4.7,4.048,1585.3,19.9,0.66,0.19,32.7,31464.4
34.0,96.5,187.4,4.7,4.048,1585.3,19.9,0.81,0.2,32.7,43171.2
34.0,96.5,182.8,4.7,4.048,1585.3,19.9,0.68,0.18,32.7,38258.8
34.0,96.5,106.4,4.7,4.048,1585.3,19.9,0.68,0.21,32.7,21121.6
34.0,96.5,224.0,4.7,4.048,1585.3,19.9,0.81,0.2,32.7,52521.7
34.0,96.75,201.7,4.816,4.178,1655.2,19.9,0.77,0.18,32.7,49714.3
34.0,96.75,175.3,4.816,4.178,1655.2,19.9,0.7,0.2,32.7,38991.9
34.0,96.75,324.2,4.816,4.178,1655.2,19.9,0.78,0.19,32.7,74860.4
34.0,96.75,66.7,4.816,4.178,1655.2,19.9,0.79,0.19,32.7,15918.8
34.0,96.75,173.7,4.816,4.178,1655.2,19.9,0.75,0.22,32.7,42522.6
34.25,68.0,286.3,7.368,7.06,2003.4,19.8,0.69,0.18,32.9,69452.3
34.25,68.0,76.5,7.368,7.06,2003.4,19.8,0.62,0.21,32.9,16142.5
34.25,68.0,152.6,7.368,7.06,2003.4,19.8,0.67,0.22,32.9,36137.3
34.25,68.0,107.8,7.368,7.06,2003.4,19.8,0.73,0.18,32.9,29535.3
34.25,68.0,155.0,7.368,7.06,2003.4,19.8,0.61,0.18,32.9,37708.8
34.25,68.25,56.9,7.135,6.798,1974.2,19.8,0.7,0.2,32.9,15099.5
34.25,68.25,231.9,7.135,6.798,1974.2,19.8,0.75,0.2,32.9,64397.5
34.25,68.25,130.6,7.135,6.798,1974.2,19.8,0.73,0.21,32.9,36399.2
34.25,68.25,174.3,7.135,6.798,1974.2,19.8,0.76,0.18,32.9,51685.4
34.25,68.25,271.4,7.135,6.798,1974.2,19.8,0.65,0.2,32.9,68355.5
34.25,68.5,294.0,6.793,6.412,1899.4,19.8,0.75,0.2,32.9,75313.4
34.25,68.5,220.0,6.793,6.412,1899.4,19.8,0.73,0.21,32.9,59277.4
34.25,68.5,130.9,6.793,6.412,1899.4,19.8,0.64,0.19,32.9,31829.8
34.25,68.5,255.8,6.793,6.412,1899.4,19.8,0.74,0.17,32.9,67049.4
34.25,68.5,197.2,6.793,6.412,1899.4,19.8,0.62,0.2,32.9,44755.7
34.25,68.75,319.5,6.786,6.404,1957.3,19.8,0.8,0.21,32.9,98406.4
34.25,68.75,302.3,6.786,6.404,1957.3,19.8,0.82,0.19,32.9,90346.0
34.25,68.75,81.9,6.786,6.404,1957.3,19.8,0.84,0.18,32.9,24774.3
34.25,68.75,172.1,6.786,6.404,1957.3,19.8,0.68,0.19,32.9,40946.7
34.25,68.75,227.0,6.786,6.404,1957.3,19.8,0.77,0.22,32.9,67470.2
34.25,69.0,276.2,6.747,6.361,1927.6,19.8,0.8,0.22,32.9,79296.0
34.25,69.0,96.4,6.747,6.361,1927.6,19.8,0.68,0.19,32.9,24313.9
34.25,69.0,265.0,6.747,6.361,1927.6,19.8,0.82,0.19,32.9,78927.2
34.25,69.0,41.4,6.747,6.361,1927.6,19.8,0.71,0.21,32.9,10981.7
34.25,69.0,339.0,6.747,6.361,1927.6,19.8,0.81,0.19,32.9,97853.3
34.25,69.25,268.3,6.377,5.944,1894.4,19.8,0.8,0.18,32.9,79579.7
34.25,69.25,93.5,6.377,5.944,1894.4,19.8,0.77,0.18,32.9,26432.2
34.25,69.25,301.8,6.377,5.944,1894.4,19.8,0.62,0.18,32.9,67610.4
34.25,69.25,221.7,6.377,5.944,1894.4,19.8,0.76,0.21,32.9,58833.9
34.25,69.25,137.8,6.377,5.944,1894.4,19.8,0.76,0.21,32.9,38734.5
34.25,69.5,308.0,5.881,5.385,1736.2,19.8,0.64,0.21,32.9,67549.0
34.25,69.5,61.6,5.881,5.385,1736.2,19.8,0.75,0.21,32.9,14545.3
34.25,69.5,198.6,5.881,5.385,1736.2,19.8,0.79,0.17,32.9,51485.5
34.25,69.5,109.4,5.881,5.385,1736.2,19.8,0.62,0.18,32.9,22714.5
